cropRegCode,state,year,season,Registered Area,Inspected Area,Certified Area,Crop,Variety,CropCode,VarietyCode,Source Class,Destination Class,Estimated Yeild (Qtl),Intake Quantity,Intake Verified Quantity,Sowing Week,Sowing Month,Harvesting Week,harvesting month,District,Block,Village,Sowed Quantity,cropPattern,typeOfSowing,cropCondition,Tc Quantity
R23-8-204,Odisha,2023-24,RABI (2023-24),2,2,2,Ground nut PeanutMung phalli,Dharani (TCGS 1043),C026,V387,FOUNDATION I,CERTIFIED I,26.2,28,28,Week 1,DECEMBER,Week 2,APRIL,BALESHWAR,BASTA,Sitadiha,3,Sole Cropping,Dibbling,good,27.2
R23-1-27,Odisha,2023-24,RABI (2023-24),2,2,2,Indian Rape Seeds and Mustard,Pant Sweta (PYS 2007-10),C027,V476,FOUNDATION I,CERTIFIED I,20,22,22,Week 2,NOVEMBER,Week 1,MARCH,BARGARH,PAIKMAL,Sapalahar,0.16,Sole Cropping,Broadcasting,good,20
R23-6-47,Odisha,2023-24,RABI (2023-24),10,10,10,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,70,55,55,Week 1,DECEMBER,Week 3,MARCH,GANJAM,PATRAPUR,Nandigam,2,Sole Cropping,Broadcasting,good,55
K23-2-380,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,SWARANA-SUB 1 (CR 2539-1) IET-20266,C002,V118,FOUNDATION I,CERTIFIED I,80,60,60,Week 1,JULY,Week 3,DECEMBER,PURI,GOP,Inchol,1,Sole Cropping,Transplanting,average,60
K23-1-575,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Hasanta,C002,V416,FOUNDATION I,CERTIFIED I,100,23,23,Week 4,JUNE,Week 3,DECEMBER,SUNDARGARH,TANGARPALI,Bartankela,1,Sole Cropping,Transplanting,good,60
K23-4-12,Odisha,2023-24,KHARIF (2023),1,1,0.75,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,FOUNDATION I,CERTIFIED I,6.75,1.5,1.5,Week 3,JULY,Week 1,NOVEMBER,KORAPUT,KORAPUT,Litiguda,1.6,,,good,1.5
K23-6-174,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,CR Dhan 315(IET 27179),C002,V533,FOUNDATION I,CERTIFIED I,70,46,46,Week 5,JUNE,Week 2,NOVEMBER,GANJAM,BHANJANAGAR,Bhereda,1,Sole Cropping,Transplanting,good,46
R23-8-1094,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,13.8,13.5,13.5,Week 1,FEBRUARY,Week 1,MAY,BHADRAK,BHANDARIPOKHARI,Nuapokhari(GP-RANANIA),0.4,Sole Cropping,Broadcasting,good,13.5
R23-8-799,Odisha,2023-24,RABI (2023-24),2,2,1.7,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,10.2,10,10,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Panisimulia,0.4,Sole Cropping,Broadcasting,good,10.5
R23-7-30,Odisha,2023-24,RABI (2023-24),1,1,1,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,5,5.5,5.5,Week 2,JANUARY,Week 2,APRIL,BALANGIR,DEOGAON,Jamjharan,0.2,Sole Cropping,Dibbling,average,5
R23-3-667,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,11.5,11.5,Week 3,JANUARY,Week 3,MAY,KENDRAPARA,KENDRAPADA,Dihamugubadi,0.4,Sole Cropping,Transplanting,average,13
R23-8-1436,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14.2,14,14,Week 2,JANUARY,Week 5,APRIL,BALESHWAR,NILGIRI,Matiali,0.4,Sole Cropping,Broadcasting,good,14.5
R23-2-759,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Indira Urd Pratham (RU 03-14),C011,V440,FOUNDATION I,CERTIFIED I,12,13,13,Week 3,JANUARY,Week 4,MAY,PURI,NIMAPADA,Haripur,0.4,Sole Cropping,Drilling,average,12
K23-7-1097,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,52,57.2,57.2,Week 3,JULY,Week 3,DECEMBER,BALANGIR,LOISINGA,Tentulikhunti,0.6,Sole Cropping,Transplanting,good,52
R23-8-895,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,12,12,12,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Nabara,0.4,Sole Cropping,Broadcasting,good,13
K23-4-533,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,MTU-1001(VIJETHA),C002,V127,CERTIFIED I,CERTIFIED II,50,50,50,Week 2,JULY,Week 4,NOVEMBER,RAYAGADA,MUNIGUDA,Bhairagoda,0.6,Sole Cropping,Transplanting,good,50
R23-5-211,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13,13,Week 2,JANUARY,Week 4,APRIL,MAYURBHANJ,KAPTIPADA,Chuinposi,0.4,Sole Cropping,Broadcasting,good,14
R23-1-653,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,18,10.6,10.6,Week 2,JANUARY,Week 5,APRIL,BARGARH,PAIKMAL,Lakhamara,0.24,Sole Cropping,Broadcasting,good,18
R23-8-1745,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,9,9,9,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,JALESWAR,Chitmishra,0.4,,Broadcasting,good,9.5
R23-8-1258,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,14,14,14,Week 1,JANUARY,Week 1,MAY,BALESHWAR,BALIAPAL,Nepura,0.4,Sole Cropping,Broadcasting,good,14
K23-7-1875,Odisha,2023-24,KHARIF (2023),0.6,0.6,0.6,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,1.5,1.5,1.5,Week 2,OCTOBER,Week 6,DECEMBER,BALANGIR,KHAPRAKHOL,Ambahali,0.12,Sole Cropping,Dibbling,average,1.5
R23-2-67,Odisha,2023-24,RABI (2023-24),1,1,1,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,7,6.5,6.5,Week 2,JANUARY,Week 3,APRIL,PURI,PIPILI,Jagannathpur,0.2,Sole Cropping,Drilling,average,6.5
K23-5-233,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,CR DHAN 307(Maudamani),C002,V374,FOUNDATION I,CERTIFIED I,96,46,46,Week 5,JUNE,Week 1,DECEMBER,MAYURBHANJ,KAPTIPADA,Nuagan,1,Sole Cropping,Transplanting,good,46
K23-7-1101,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,52,50,50,Week 3,JULY,Week 2,DECEMBER,KALAHANDI,JUNAGARH,Kandhabramhaniguda,0.6,Sole Cropping,Transplanting,good,52
R23-3-660,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,18,11.5,11.5,Week 3,JANUARY,Week 3,MAY,KENDRAPARA,KENDRAPADA,Dihamugubadi,0.4,Sole Cropping,Transplanting,average,13
R23-8-1488,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14.6,14.5,14.5,Week 2,JANUARY,Week 5,APRIL,BALESHWAR,NILGIRI,Ajodhya,0.4,Sole Cropping,Broadcasting,good,15
R23-8-597,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,15,15,15,Week 1,JANUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Srirampur,0.4,Sole Cropping,Broadcasting,good,15
R23-5-312,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 302-2 (KANIKA),C015,V624,FOUNDATION I,CERTIFIED I,14,13,13,Week 1,JANUARY,Week 3,APRIL,MAYURBHANJ,KAPTIPADA,Sarbanaghaty,0.4,Sole Cropping,Broadcasting,good,14
R23-2-1021,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,14.5,14.5,Week 1,JANUARY,Week 3,APRIL,PURI,DELANGA,Beraboi,0.4,Sole Cropping,Drilling,average,13.5
K23-1-245,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,80,38,38,Week 2,JUNE,Week 4,NOVEMBER,BARGARH,PADAMPUR,Guthurla,1,Sole Cropping,Transplanting,good,80
K23-8-406,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,INDRA(MTV-1061),C002,V635,FOUNDATION I,CERTIFIED I,90,56,56,Week 1,JULY,Week 1,DECEMBER,BHADRAK,BHADRAK,Atto,1,Sole Cropping,Transplanting,good,84
R23-3-111,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,14.5,14.5,Week 3,JANUARY,Week 1,APRIL,CUTTACK,MAHANGA,Kusunpur,0.4,Sole Cropping,Broadcasting,good,14
K23-7-667,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Bahadur Sub-1,C002,V517,BREEDER,FOUNDATION I,50,55,55,Week 4,JULY,Week 3,DECEMBER,SONEPUR,DUNGURIPALI,Gandapali,0.6,Sole Cropping,Transplanting,good,50
R23-3-639,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,13.5,13.5,Week 3,JANUARY,Week 6,APRIL,KENDRAPARA,KENDRAPADA,Itipur,0.4,Sole Cropping,Transplanting,average,14
K23-7-999,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,BREEDER,FOUNDATION I,112,123.2,123.2,Week 1,JULY,Week 6,NOVEMBER,SONEPUR,BINIKA,Sankara,1.2,Sole Cropping,Transplanting,good,112
R23-8-588,Odisha,2023-24,RABI (2023-24),3,3,3,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,20.4,20,20,Week 1,FEBRUARY,Week 1,MAY,BHADRAK,BHANDARIPOKHARI,Nuapokhari(GP-RANANIA),0.6,Sole Cropping,Broadcasting,good,20
R23-5-345,Odisha,2023-24,RABI (2023-24),2,2,1,Green Gram(Mung),IPM 302-2 (KANIKA),C015,V624,FOUNDATION I,CERTIFIED I,7,7,7,Week 1,JANUARY,Week 1,MAY,MAYURBHANJ,SAMAKHUNTA,Ambadali,0.4,Sole Cropping,Broadcasting,average,7
K23-7-2,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,MTU-1001(VIJETHA),C002,V127,CERTIFIED I,CERTIFIED II,150,145,145,Week 3,JUNE,Week 1,NOVEMBER,KALAHANDI,JUNAGARH,Kandhabramhaniguda,1.6,Sole Cropping,Transplanting,excellent ,149.8
R23-5-577,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,15,15,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Badamuni,0.4,Sole Cropping,Broadcasting,good,15
R23-2-913,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,13.5,13.5,Week 2,JANUARY,Week 3,APRIL,PURI,NIMAPADA,Dalavanapur,0.4,Sole Cropping,Drilling,average,13.5
K23-8-280,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Tarangini (MTU 1156),C002,V379,FOUNDATION I,CERTIFIED I,46,49,49,Week 4,JUNE,Week 3,OCTOBER,BALESHWAR,SIMULIA,Hatmaitapur,1,,,,45
R23-2-676,Odisha,2023-24,RABI (2023-24),3,3,3,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,21,23,23,Week 2,JANUARY,Week 3,APRIL,KHORDHA,BALIPATNA,Adalabad,0.6,Sole Cropping,Broadcasting,good,21
K23-7-137,Odisha,2023-24,KHARIF (2023),4,4,3.5,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,192.5,211.75,211.75,Week 1,JULY,Week 3,DECEMBER,BALANGIR,PATNAGARH,Sarmuhan,2.4,Sole Cropping,Transplanting,good,192.5
R23-2-875,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,13.5,13.5,Week 2,JANUARY,Week 2,MAY,PURI,PIPILI,Sunapada,0.4,Sole Cropping,Drilling,average,13.5
R23-1-45,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,88,96.8,96.8,Week 3,NOVEMBER,Week 5,APRIL,BARGARH,PAIKMAL,Bukuramunda,6,Sole Cropping,Drilling,excellent ,88
K23-4-605,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-1001(VIJETHA),C002,V127,CERTIFIED I,CERTIFIED II,80,88,88,Week 2,JULY,Week 5,NOVEMBER,KORAPUT,KUNDURA,Ghosarla,1,Sole Cropping,Transplanting,good,80
R23-5-325,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 302-2 (KANIKA),C015,V624,FOUNDATION I,CERTIFIED I,14,13,13,Week 1,JANUARY,Week 4,APRIL,MAYURBHANJ,KAPTIPADA,Badbisol,0.4,Sole Cropping,Broadcasting,good,14
K23-1-1551,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,POOJA (IET-12241),C002,V096,BREEDER,FOUNDATION I,240,142,142,Week 1,JULY,Week 1,DECEMBER,BARGARH,BHEDEN,Deshbhatli,2.4,Sole Cropping,Transplanting,good,220
K23-5-548,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,96,37,37,Week 1,JULY,Week 1,DECEMBER,MAYURBHANJ,RASGOVINDPUR,Satsagadia,0.8,Sole Cropping,Transplanting,good,40
K23-3-578,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,180,80,80,Week 3,JULY,Week 2,DECEMBER,CUTTACK,TIGIRIA,Achalkote,2,Sole Cropping,Transplanting,good,92
K23-5-609,Odisha,2023-24,KHARIF (2023),1.2,1.2,1.2,PaddyDhan,CIHERANG SUB-1(BINA-11),C002,V343,FOUNDATION I,CERTIFIED I,40.8,28,28,Week 1,JULY,Week 4,NOVEMBER,MAYURBHANJ,UDALA,Radho,0.6,Sole Cropping,Transplanting,good,30
K23-3-552,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,80,33,33,Week 4,JULY,Week 4,DECEMBER,KENDRAPARA,PATTAMUNDAI,Osangara,1,Sole Cropping,Transplanting,average,35
K23-3-808,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,80,16.5,16.5,Week 4,JULY,Week 2,DECEMBER,KENDRAPARA,KENDRAPADA,Kutaranga,1,Sole Cropping,Transplanting,average,34
R23-1-322,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,FOUNDATION I,CERTIFIED I,60,66,66,Week 3,DECEMBER,Week 5,MAY,SUNDARGARH,GURUNDIA,Narendra,4.5,,Dibbling,good,60
R23-2-694,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,13,13,13,Week 2,JANUARY,Week 2,MAY,PURI,PIPILI,Orakol,0.4,Sole Cropping,Drilling,average,13
K23-3-1190,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,40,21,21,Week 1,JULY,Week 5,DECEMBER,ANUGUL,BANARPAL,Ghunchapal,0.5,Sole Cropping,Transplanting,good,21
K23-7-42,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,SWARANA-SUB 1 (CR 2539-1) IET-20266,C002,V118,FOUNDATION I,CERTIFIED I,140,150,150,Week 3,JUNE,Week 4,NOVEMBER,KALAHANDI,KESINGA,Chancher,2,Sole Cropping,Transplanting,good,154
K23-4-366,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,SAHABHAGI DHAN,C002,V235,FOUNDATION I,CERTIFIED I,160,140,140,Week 1,JULY,Week 1,NOVEMBER,NABARANGPUR,DABUGAM,Dabugan,2,Sole Cropping,Transplanting,good,160
K23-1-1482,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,216,50,50,Week 5,JUNE,Week 1,DECEMBER,BARGARH,BHEDEN,Ainlapali,2,Sole Cropping,Transplanting,good,216
K23-6-605,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,RGL-2537(SRIKAKULAM SANNALU),C002,V115,CERTIFIED I,CERTIFIED II,160,132,132,Week 4,JUNE,Week 3,DECEMBER,GAJAPATI,GOSANI,Kerandi,2,Sole Cropping,Transplanting,good,120
R23-8-1909,Odisha,2023-24,RABI (2023-24),2,2,1.6,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,9.6,10,10,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Kamargadia,0.4,Sole Cropping,Broadcasting,good,10.5
R23-8-2074,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,12.8,13,13,Week 1,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Paikasida,0.4,Sole Cropping,Broadcasting,good,13
K23-7-958,Odisha,2023-24,KHARIF (2023),6,6,5.8,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,319,300,300,Week 1,JULY,Week 3,DECEMBER,BALANGIR,LOISINGA,Jamatia,3,Sole Cropping,Transplanting,good,330
K23-6-555,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,INDRA(MTV-1061),C002,V635,FOUNDATION I,CERTIFIED I,160,110,110,Week 3,JULY,Week 2,DECEMBER,GAJAPATI,GUMMA,Jhami,1.4,Sole Cropping,Transplanting,good,100
R23-7-135,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,15,16,16,Week 4,JANUARY,Week 2,APRIL,KALAHANDI,DHARAMAGARH,Tambachada,0.4,Sole Cropping,Broadcasting,good,15
K23-1-2115,Odisha,2023-24,KHARIF (2023),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,16,17.6,17.6,Week 1,SEPTEMBER,Week 4,NOVEMBER,BARGARH,JHARBANDH,Jampali,0.4,Sole Cropping,Broadcasting,good,17.5
K23-4-666,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,80,88,88,Week 1,JULY,Week 1,DECEMBER,KORAPUT,KUNDURA,Digapur,1,Sole Cropping,Transplanting,good,80
K23-6-755,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Swarna Samridhi Dhan(IET 24306),C002,V536,FOUNDATION I,CERTIFIED I,76,45,45,Week 4,JUNE,Week 2,NOVEMBER,GANJAM,BELLAGUNTHA,G.Nuagam,1,Sole Cropping,Transplanting,good,45
K23-6-682,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,152,90,90,Week 4,JUNE,Week 2,DECEMBER,GANJAM,BHANJANAGAR,Dindipalli,0.2,Sole Cropping,Transplanting,good,90
K23-4-481,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-1001(VIJETHA),C002,V127,CERTIFIED I,CERTIFIED II,90,88,88,Week 2,JULY,Week 5,NOVEMBER,KORAPUT,JEYPORE,Sanokaudi,1,Sole Cropping,Transplanting,good,90
R23-8-1785,Odisha,2023-24,RABI (2023-24),2,2,2,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,11,11,11,Week 4,FEBRUARY,Week 2,MAY,BALESHWAR,BASTA,Gambhalundi,0.2,Sole Cropping,Broadcasting,good,11.5
K23-6-639,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,70,40,40,Week 4,JUNE,Week 1,DECEMBER,GANJAM,ASKA,Sanakholi,0.1,Sole Cropping,Transplanting,good,45
K23-5-309,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,80,44,44,Week 5,JUNE,Week 1,DECEMBER,KENDUJHAR,HATADIHI,Jamhira,1,Sole Cropping,Transplanting,average,55
R23-2-771,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,15,13.5,13.5,Week 3,JANUARY,Week 3,APRIL,PURI,PIPILI,Dahangiria,0.4,Sole Cropping,Broadcasting,good,13.5
K23-3-554,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,80,33,33,Week 4,JULY,Week 4,DECEMBER,KENDRAPARA,PATTAMUNDAI,Osangara,1,Sole Cropping,Transplanting,average,34
R23-8-234,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,CERTIFIED I,CERTIFIED II,56.4,56,56,Week 3,DECEMBER,Week 2,APRIL,BALESHWAR,NILGIRI,Kansa,6,Sole Cropping,Dibbling,good,56
K23-2-348,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,80,50,50,Week 1,AUGUST,Week 3,DECEMBER,PURI,PIPILI,Haripur,1,Sole Cropping,Transplanting,average,50
K23-5-152,Odisha,2023-24,KHARIF (2023),4,4,4,Ground nut PeanutMung phalli,CO-7,C026,V370,FOUNDATION I,CERTIFIED I,72,79.2,79.2,Week 2,JULY,Week 4,OCTOBER,MAYURBHANJ,JOSHIPUR,Badsialinai,6,,,,72
R23-7-137,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,13,14,14,Week 4,JANUARY,Week 2,APRIL,KALAHANDI,DHARAMAGARH,Tambachada,0.4,Sole Cropping,Broadcasting,good,13
K23-7-1335,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,220,210,210,Week 1,JULY,Week 4,NOVEMBER,BALANGIR,PUINTALA,Bhaler,2,Sole Cropping,Transplanting,good,210
R23-6-69,Odisha,2023-24,RABI (2023-24),4,4,4,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,24,22,22,Week 1,JANUARY,Week 3,MARCH,GANJAM,SANAKHEMUNDI,Dolaba,0.8,Sole Cropping,Broadcasting,good,22
R23-2-1113,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,13.5,13.5,Week 3,JANUARY,Week 3,APRIL,PURI,NIMAPADA,Resinga,0.4,Sole Cropping,Drilling,average,13.5
K23-5-128,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,SAHABHAGI DHAN,C002,V235,FOUNDATION I,CERTIFIED I,120,70,70,Week 4,JUNE,Week 5,NOVEMBER,KENDUJHAR,PATANA,Nuagaonbalavadrapur,1.6,Sole Cropping,Broadcasting,average,100
R23-3-120,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,19,14.5,14.5,Week 3,JANUARY,Week 1,APRIL,CUTTACK,MAHANGA,Kusunpur,0.4,Sole Cropping,Broadcasting,good,15
R23-1-584,Odisha,2023-24,RABI (2023-24),0.5,0.5,0.5,PaddyDhan,Bharani(NLR 30491),C002,V535,BREEDER,FOUNDATION I,25.5,20,20,Week 2,DECEMBER,Week 2,MAY,BARGARH,BHATLI,Kasipali,0.3,Sole Cropping,Transplanting,good,22.5
K23-1-2154,Odisha,2023-24,KHARIF (2023),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,16,17.6,17.6,Week 1,SEPTEMBER,Week 2,NOVEMBER,BARGARH,PAIKMAL,Jhengnadihi,0.4,Sole Cropping,Broadcasting,good,17.5
K23-3-595,Odisha,2023-24,KHARIF (2023),0.5,0.5,0.5,PaddyDhan,BheemaDheera (MTU 1140),C002,V390,BREEDER,FOUNDATION I,20,22,22,Week 5,JUNE,Week 3,NOVEMBER,CUTTACK,ATHAGAD,Radhakrishnapur,0,Sole Cropping,Transplanting,good,20
K23-3-830,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,110,43,43,Week 1,JULY,Week 4,NOVEMBER,CUTTACK,MAHANGA,Pasulunda,1,Sole Cropping,Transplanting,good,46
K23-7-934,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,200,220,220,Week 1,JULY,Week 1,DECEMBER,KALAHANDI,JAYAPATNA,Umer,2.4,Sole Cropping,Transplanting,good,200
K23-3-1146,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,200,100,100,Week 2,JULY,Week 3,DECEMBER,ANUGUL,ATHMALLIK,Kundanali,1.8,Sole Cropping,Transplanting,good,100
